joueurId(Number);tour(Number);texteCoordCase(String);natureFond(String);bathymetrie(String);estEnregistre(Boolean);estMemorise(Boolean);type(Symbol)
3;8;41°8',11°41';vase;plateau;true;false;FouDeBassan
3;8;41°5',11°41';vase;plateau;true;false;FouDeBassan
3;8;41°10',11°14';rocher;plateau;true;false;FouDeBassan
3;8;41°16',11°17';vase;plateau;true;false;FouDeBassan
3;8;41°13',11°14';vase;plateau;true;false;NavireCommerce
3;8;41°16',11°14';vase;plateau;true;false;FouDeBassan
3;8;41°10',11°5';rocher;plateau;true;false;FouDeBassan
3;8;41°13',11°5';rocher;plateau;true;false;FouDeBassan
3;8;41°8',11°2';rocher;plateau;true;false;FouDeBassan
3;8;41°5',11°2';rocher;plateau;true;false;FouDeBassan
3;8;41°5',10°59';rocher;plateau;true;false;FouDeBassan
3;8;41°8',10°53';rocher;plateau;true;false;FouDeBassan
3;8;41°13',10°50';vase;plateau;true;false;Dauphin
3;8;41°5',10°53';rocher;plateau;true;false;FouDeBassan
3;8;41°8',10°41';vase;plateau;true;false;FouDeBassan
3;8;41°13',10°35';vase;plateau;true;false;FouDeBassan
3;8;41°13',10°26';vase;plateau;true;false;FouDeBassan
3;8;41°19',10°14';vase;cote;true;false;Plaisancier
3;8;41°19',10°11';sable;cote;true;false;Plaisancier
3;8;41°16',10°11';sable;cote;true;false;Plaisancier
2;9;41°25',10°8';sable;cote;true;false;Plaisancier
2;9;41°28',10°5';sable;cote;true;false;Plaisancier
2;9;41°25',10°5';sable;cote;true;false;Plaisancier
3;9;41°25',10°8';sable;cote;true;false;Plaisancier
3;9;41°28',10°5';sable;cote;true;false;Plaisancier
3;9;41°25',10°5';sable;cote;true;false;Plaisancier
2;9;41°22',10°11';vase;cote;true;false;Plaisancier
3;9;41°22',10°11';vase;cote;true;false;Plaisancier
1;9;41°25',10°8';sable;cote;false;false;Plaisancier
1;9;41°28',10°5';sable;cote;false;false;Plaisancier
1;9;41°25',10°5';sable;cote;false;false;Plaisancier
1;9;41°22',10°11';vase;cote;false;false;Plaisancier
3;9;41°33',10°23';vase;plateau;true;false;NavireCommerce
3;9;41°30',10°29';vase;plateau;true;false;NavireCommerce
3;9;41°19',11°5';vase;plateau;true;false;NavireCommerce
3;9;41°19',11°11';vase;plateau;true;false;FouDeBassan
1;9;41°33',10°23';vase;plateau;false;false;NavireCommerce
1;9;41°36',10°11';rocher;cote;false;false;Plaisancier
3;9;41°2',10°56';rocher;plateau;true;false;FouDeBassan
3;9;40°59',10°44';vase;plateau;true;false;Dauphin
1;9;41°36',10°8';rocher;cote;false;false;Plaisancier
1;9;41°33',10°5';sable;cote;false;false;Plaisancier
3;9;41°10',10°41';vase;plateau;true;false;Plaisancier
3;9;41°2',10°38';vase;plateau;true;false;NavireEspagnol
3;9;41°5',10°29';vase;plateau;true;false;Dauphin
3;9;41°5',10°26';vase;plateau;true;false;FouDeBassan
3;9;41°10',10°29';vase;plateau;true;false;Dauphin
3;9;41°8',10°14';sable;cote;true;false;Plaisancier
3;9;40°59',10°17';sable;cote;true;false;Plaisancier
3;9;41°2',10°14';sable;cote;true;false;Plaisancier
3;9;41°8',10°11';sable;cote;true;false;Plaisancier
3;9;40°59',10°14';sable;cote;true;false;Plaisancier
3;9;41°13',10°14';vase;cote;true;false;Plaisancier
3;9;41°16',10°8';sable;cote;true;false;Plaisancier
3;9;41°19',10°8';sable;cote;true;false;Plaisancier
3;9;41°22',10°5';sable;cote;true;false;Dauphin
2;11;40°56',10°14';sable;cote;true;false;Plaisancier
2;11;40°53',10°11';sable;cote;true;false;Plaisancier
2;11;41°2',10°11';sable;cote;true;false;Plaisancier
2;11;40°53',10°14';sable;cote;true;false;Plaisancier
2;11;40°50',10°11';sable;cote;true;false;Plaisancier
3;11;41°25',10°8';sable;cote;false;false;NavireCommerce
3;11;41°19',10°8';sable;cote;false;false;Plaisancier
2;11;41°5',10°11';sable;cote;true;false;Plaisancier
2;11;41°2',10°14';sable;cote;true;false;Plaisancier
3;11;41°28',10°8';sable;cote;false;false;Plaisancier
3;11;41°30',10°8';sable;cote;false;false;FouDeBassan
3;11;41°36',10°11';rocher;cote;false;false;Plaisancier
3;11;41°33',10°8';sable;cote;false;false;Plaisancier
3;11;41°33',10°8';sable;cote;false;false;NavireCommerce
3;11;41°30',10°17';vase;cote;false;false;FouDeBassan
3;11;41°30',10°5';sable;cote;false;false;Plaisancier
3;11;41°39',10°11';rocher;cote;false;false;Plaisancier
3;11;41°36',10°8';rocher;cote;false;false;Plaisancier
3;11;41°39',10°8';rocher;cote;false;false;Plaisancier
3;11;41°39',10°17';rocher;cote;false;false;FouDeBassan
3;11;41°45',10°8';rocher;cote;false;false;NavireCommerce
3;11;41°51',10°11';rocher;cote;false;false;Plaisancier
3;11;41°48',10°8';rocher;cote;false;false;Plaisancier
3;11;41°45',10°17';rocher;cote;false;false;Plaisancier
3;11;41°51',10°8';rocher;cote;false;false;Plaisancier
1;11;41°30',10°8';sable;cote;false;false;FouDeBassan
1;11;41°36',10°11';rocher;cote;false;false;Plaisancier
1;11;41°33',10°8';sable;cote;false;false;Plaisancier
1;11;41°33',10°8';sable;cote;false;false;NavireCommerce
1;11;41°30',10°17';vase;cote;false;false;FouDeBassan
1;11;41°28',10°8';sable;cote;false;false;Plaisancier
1;11;41°30',10°5';sable;cote;false;false;Plaisancier
3;11;41°54',10°8';rocher;cote;false;false;FouDeBassan
1;11;41°25',10°8';sable;cote;false;false;NavireCommerce
2;11;41°8',10°11';sable;cote;true;false;Plaisancier
2;11;41°10',10°11';sable;cote;true;false;Plaisancier
2;11;41°8',10°14';sable;cote;true;false;Plaisancier
2;11;41°5',10°17';vase;cote;true;false;FouDeBassan
2;11;41°13',10°11';sable;cote;true;false;Plaisancier
2;11;41°10',10°14';vase;cote;true;false;FouDeBassan
2;11;41°8',10°17';vase;cote;true;false;Plaisancier
2;11;41°19',10°8';sable;cote;true;false;Plaisancier
2;11;41°25',10°8';sable;cote;true;false;NavireCommerce
2;11;41°28',10°8';sable;cote;true;false;Plaisancier
2;11;41°30',10°8';sable;cote;true;false;FouDeBassan
2;11;41°36',10°11';rocher;cote;true;false;Plaisancier
2;11;41°33',10°8';sable;cote;true;false;Plaisancier
2;11;41°33',10°8';sable;cote;true;false;NavireCommerce
2;11;41°30',10°17';vase;cote;true;false;FouDeBassan
2;11;41°30',10°5';sable;cote;true;false;Plaisancier
2;11;41°39',10°11';rocher;cote;true;false;Plaisancier
2;11;41°36',10°8';rocher;cote;true;false;Plaisancier
2;11;41°39',10°8';rocher;cote;true;false;Plaisancier
2;11;41°39',10°17';rocher;cote;true;false;FouDeBassan
2;11;41°45',10°8';rocher;cote;true;false;NavireCommerce
2;11;41°51',10°11';rocher;cote;true;false;Plaisancier
2;11;41°48',10°8';rocher;cote;true;false;Plaisancier
2;11;41°45',10°17';rocher;cote;true;false;Plaisancier
2;11;41°51',10°8';rocher;cote;true;false;Plaisancier
2;11;41°54',10°8';rocher;cote;true;false;FouDeBassan
2;11;42°0',10°8';rocher;cote;true;false;Plaisancier
2;11;41°57',10°5';rocher;cote;true;false;Plaisancier
2;11;42°3',10°8';rocher;cote;true;false;Plaisancier
2;11;42°3',10°5';rocher;cote;true;false;Plaisancier
2;11;42°3',10°5';rocher;cote;true;false;FouDeBassan
3;11;42°0',10°8';rocher;cote;false;false;Plaisancier
3;11;42°3',10°8';rocher;cote;false;false;Plaisancier
3;11;42°3',10°5';rocher;cote;false;false;Plaisancier
3;11;42°3',10°5';rocher;cote;false;false;FouDeBassan
3;11;41°57',10°5';rocher;cote;false;false;Plaisancier
1;11;41°36',10°8';rocher;cote;false;false;Plaisancier
